step,loss,spectral_loss,spacing_loss,smoothness_loss,curvature_loss,tv_loss,amplitude_loss,frequency_loss,prime_loss
996,0.567939281463623,0.05928237736225128,0.9980472922325134,0.00909437146037817,1.3252615644887555e-05,0.07680703699588776,9.157609939575195,2.0973102436983027e-05,0.0
997,0.5678492188453674,0.05927009508013725,0.997870147228241,0.009104599244892597,1.3267414033180103e-05,0.07684752345085144,9.168157577514648,2.0710020180558786e-05,0.0
998,0.5677142143249512,0.059256669133901596,0.9976054430007935,0.009114617481827736,1.3281665815156884e-05,0.07688729465007782,9.17856216430664,2.051704541372601e-05,0.0
999,0.567653477191925,0.05924338474869728,0.9974884986877441,0.009125227108597755,1.3297149052959867e-05,0.0769292488694191,9.189318656921387,2.0193276213831268e-05,0.0
1000,0.5677613615989685,0.05923068895936012,0.9977071285247803,0.00913638062775135,1.3313625458977185e-05,0.07697317749261856,9.200237274169922,1.989408519875724e-05,0.0
1001,0.5676438808441162,0.0592169463634491,0.9974769949913025,0.009147715754806995,1.3330670299183112e-05,0.07701723277568817,9.21119499206543,1.96016098925611e-05,0.0
1002,0.5675784349441528,0.05920258164405823,0.9973526000976562,0.009158416651189327,1.334669013886014e-05,0.07705854624509811,9.222023010253906,1.9285749658592977e-05,0.0
1003,0.5672489404678345,0.059191666543483734,0.9966938495635986,0.009168543852865696,1.3361675883061253e-05,0.07709729671478271,9.232566833496094,1.9049297407036647e-05,0.0
1004,0.5671869516372681,0.05917756259441376,0.9965766072273254,0.009178469888865948,1.3376085917116143e-05,0.07713544368743896,9.242956161499023,1.883849108708091e-05,0.0
1005,0.5670929551124573,0.05916493386030197,0.9963918924331665,0.009189024567604065,1.3391640095505863e-05,0.07717613875865936,9.253609657287598,1.8730410374701023e-05,0.0
1006,0.5669804215431213,0.059153102338314056,0.9961682558059692,0.009200130589306355,1.3408189261099324e-05,0.0772189125418663,9.264437675476074,1.860881457105279e-05,0.0
1007,0.5668965578079224,0.05913965404033661,0.9960048198699951,0.009211735799908638,1.3425647921394557e-05,0.07726359367370605,9.275428771972656,1.847063140303362e-05,0.0
1008,0.5667716860771179,0.059124141931533813,0.9957638382911682,0.009222988039255142,1.3442304407362826e-05,0.07730700075626373,9.28622817993164,1.8389338947599754e-05,0.0
1009,0.5667024850845337,0.05911128222942352,0.995628833770752,0.009233926422894001,1.3458316061587539e-05,0.07734940946102142,9.297028541564941,1.826099651225377e-05,0.0
1010,0.5666044354438782,0.05909910053014755,0.9954342246055603,0.009245386347174644,1.3475395462592132e-05,0.07739390432834625,9.308165550231934,1.801306461857166e-05,0.0
1011,0.5665194988250732,0.05908650532364845,0.9952659010887146,0.009257311932742596,1.349344620393822e-05,0.0774402841925621,9.319604873657227,1.7646936612436548e-05,0.0
1012,0.5664142370223999,0.05907034873962402,0.9950642585754395,0.009268862195312977,1.351075479760766e-05,0.0774853527545929,9.33098030090332,1.7261987522942945e-05,0.0
1013,0.566352903842926,0.059057384729385376,0.9949445128440857,0.00928009208291769,1.3527282135328278e-05,0.07752930372953415,9.34213924407959,1.692480691417586e-05,0.0
1014,0.5662340521812439,0.059045542031526566,0.9947080016136169,0.009291030466556549,1.354311370960204e-05,0.077572301030159,9.353104591369629,1.6646306903567165e-05,0.0
1015,0.5661476850509644,0.05903288722038269,0.9945381283760071,0.00930151715874672,1.355820131720975e-05,0.0776137113571167,9.36392879486084,1.6319743735948578e-05,0.0
1016,0.5660784244537354,0.05902060866355896,0.9944026470184326,0.00931166484951973,1.3572520401794463e-05,0.07765384763479233,9.374468803405762,1.60769577632891e-05,0.0
1017,0.5659664273262024,0.05900783836841583,0.9941820502281189,0.009322320111095905,1.3587799912784249e-05,0.07769596576690674,9.385156631469727,1.592277840245515e-05,0.0
1018,0.5661263465881348,0.058994513005018234,0.9945063591003418,0.009333432652056217,1.3603964362118859e-05,0.07773984968662262,9.395977020263672,1.586533289810177e-05,0.0
1019,0.5658623576164246,0.05898262560367584,0.9939794540405273,0.009344612248241901,1.3620632671518251e-05,0.07778361439704895,9.406965255737305,1.5794830687809736e-05,0.0
1020,0.5657386779785156,0.05896763876080513,0.9937392473220825,0.009355999529361725,1.3637884876516182e-05,0.07782819867134094,9.418027877807617,1.5632233044016175e-05,0.0
1021,0.5658953785896301,0.0589551217854023,0.9940546751022339,0.009367584250867367,1.3655712791660335e-05,0.0778736099600792,9.429167747497559,1.5401603377540596e-05,0.0
1022,0.5655876994132996,0.058942124247550964,0.9934430718421936,0.00937840435653925,1.3672238310391549e-05,0.07791581004858017,9.440072059631348,1.513980078016175e-05,0.0
1023,0.565482497215271,0.05892959609627724,0.99323570728302,0.009388705715537071,1.3687806131201796e-05,0.07795630395412445,9.450754165649414,1.4885859854985029e-05,0.0
1024,0.5654363632202148,0.05891722813248634,0.9931464791297913,0.009398698806762695,1.37025817821268e-05,0.07799563556909561,9.461194038391113,1.4716329133079853e-05,0.0
1025,0.5653368234634399,0.05890418961644173,0.9929525256156921,0.009408419020473957,1.3716664398089051e-05,0.07803388684988022,9.471412658691406,1.4626689335273113e-05,0.0
1026,0.5652722120285034,0.058894239366054535,0.9928225874900818,0.009417882189154625,1.3730108548770659e-05,0.07807105034589767,9.481423377990723,1.4605828255298547e-05,0.0
1027,0.5652133822441101,0.0588793121278286,0.9927139282226562,0.009427917189896107,1.374462681269506e-05,0.07811019569635391,9.491569519042969,1.4591420949727762e-05,0.0
1028,0.565074622631073,0.058866482228040695,0.9924405217170715,0.0094384690746665,1.3760197361989412e-05,0.07815125584602356,9.502005577087402,1.449140199838439e-05,0.0
1029,0.5650143623352051,0.05885591357946396,0.9923191666603088,0.009449491277337074,1.3776712876278907e-05,0.07819414883852005,9.512700080871582,1.4284870303526986e-05,0.0
1030,0.5649193525314331,0.05884122848510742,0.9921359419822693,0.009460942819714546,1.3794076039630454e-05,0.07823877781629562,9.523635864257812,1.3997405403642915e-05,0.0
1031,0.5648248791694641,0.058826372027397156,0.9919543862342834,0.009471996687352657,1.3810591553919949e-05,0.07828205823898315,9.534481048583984,1.3697120266442653e-05,0.0
1032,0.5647438764572144,0.05881505087018013,0.9917927980422974,0.009482715278863907,1.3826367649016902e-05,0.07832446694374084,9.545268058776855,1.3373589354159776e-05,0.0
1033,0.564612090587616,0.05880020186305046,0.9915367364883423,0.009493137709796429,1.3841522559232544e-05,0.07836596667766571,9.556005477905273,1.3036217751505319e-05,0.0
1034,0.5645632147789001,0.05879129469394684,0.9914349317550659,0.009503306820988655,1.3856122677680105e-05,0.07840677350759506,9.566709518432617,1.2700444131041877e-05,0.0
1035,0.5644829273223877,0.05877581611275673,0.9912827014923096,0.009514003992080688,1.387178144796053e-05,0.07844968140125275,9.577657699584961,1.2302528375585098e-05,0.0
1036,0.5644264221191406,0.058764293789863586,0.9911699891090393,0.009525172412395477,1.3888272405893076e-05,0.07849428802728653,9.588648796081543,1.1930503205803689e-05,0.0
1037,0.5645481944084167,0.05874946713447571,0.991420567035675,0.00953676737844944,1.3905560990679078e-05,0.07854025810956955,9.599679946899414,1.1610597539402079e-05,0.0
1038,0.5642709136009216,0.05873873829841614,0.9908654093742371,0.009547635912895203,1.3921518075221684e-05,0.07858268916606903,9.610350608825684,1.1371907930879388e-05,0.0
1039,0.5644023418426514,0.058724384754896164,0.9911354780197144,0.009558180347084999,1.3936713912698906e-05,0.07862383872270584,9.620804786682129,1.1214496225875337e-05,0.0
1040,0.5640496611595154,0.05871179699897766,0.9904343485832214,0.009568111039698124,1.3950810171081685e-05,0.07866206020116806,9.630958557128906,1.1127789548481815e-05,0.0
1041,0.5639733672142029,0.05869828164577484,0.990287721157074,0.009578577242791653,1.3965909602120519e-05,0.0787021592259407,9.641223907470703,1.1052566151192877e-05,0.0
1042,0.5638593435287476,0.05868548899888992,0.9900634288787842,0.009589526802301407,1.3982024938741233e-05,0.07874411344528198,9.651749610900879,1.0902814210567158e-05,0.0
1043,0.5637706518173218,0.05867653712630272,0.9898819327354431,0.009600928984582424,1.3999057955516037e-05,0.0787879154086113,9.662525177001953,1.068934489012463e-05,0.0
1044,0.563720703125,0.05866246670484543,0.9897879958152771,0.00961195956915617,1.401531153533142e-05,0.07883051037788391,9.673242568969727,1.0464895240147598e-05,0.0
1045,0.5636330842971802,0.05864923074841499,0.9896177053451538,0.009622657671570778,1.4030753845872823e-05,0.07887192070484161,9.683741569519043,1.030183739203494e-05,0.0
1046,0.5638165473937988,0.058636460453271866,0.9899885058403015,0.009633077308535576,1.4045624993741512e-05,0.07891254127025604,9.694231986999512,1.0122489584318828e-05,0.0
1047,0.5634348392486572,0.058624204248189926,0.9892283082008362,0.009642887860536575,1.4059502063901164e-05,0.07895036041736603,9.70459270477295,9.9250764833414e-06,0.0
1048,0.563355028629303,0.05861026793718338,0.9890746474266052,0.009653271175920963,1.4074502360017505e-05,0.07899060100317001,9.715213775634766,9.652682820160408e-06,0.0
1049,0.563245952129364,0.05859760195016861,0.9888595938682556,0.009664163924753666,1.4090513104747515e-05,0.07903293520212173,9.726069450378418,9.330523425887804e-06,0.0
1050,0.5631723403930664,0.05858554691076279,0.9887145757675171,0.009674769826233387,1.4105794434726704e-05,0.07907426357269287,9.736725807189941,9.085700185096357e-06,0.0
1051,0.5630707740783691,0.058571502566337585,0.9885169267654419,0.009685870260000229,1.4122107131697703e-05,0.07911759614944458,9.747615814208984,8.793351298663765e-06,0.0
1052,0.5630434155464172,0.05856122821569443,0.9884608387947083,0.00969664379954338,1.4137611287878826e-05,0.0791597068309784,9.758284568786621,8.57872873893939e-06,0.0
1053,0.563180148601532,0.058545779436826706,0.988743245601654,0.009707755409181118,1.4153823030937929e-05,0.0792030468583107,9.76888656616211,8.395780241698958e-06,0.0
1054,0.562851071357727,0.058532267808914185,0.9880906939506531,0.0097182122990489,1.4168969755701255e-05,0.07924342900514603,9.77936840057373,8.206611710193101e-06,0.0
1055,0.5627546906471252,0.05852193012833595,0.987896740436554,0.009729165583848953,1.4185015061229933e-05,0.07928550988435745,9.789917945861816,8.042878107517026e-06,0.0
1056,0.56263667345047,0.05850663781166077,0.9876695871353149,0.009740441106259823,1.4201723388396204e-05,0.07932890206575394,9.800411224365234,7.908351108198985e-06,0.0
1057,0.5625684857368469,0.05849457159638405,0.9875363707542419,0.009751240722835064,1.4217420357454102e-05,0.07937062531709671,9.810601234436035,7.842894774512388e-06,0.0
1058,0.5624709129333496,0.05848105996847153,0.9873471856117249,0.009761751629412174,1.4232505236577708e-05,0.07941149920225143,9.82081413269043,7.738453859928995e-06,0.0
1059,0.5624194741249084,0.05847156420350075,0.9872416853904724,0.009772760793566704,1.4248574188968632e-05,0.07945434749126434,9.831283569335938,7.5734142228611745e-06,0.0
1060,0.5623274445533752,0.058457568287849426,0.9870636463165283,0.009784212335944176,1.4265559002524242e-05,0.07949883490800858,9.841985702514648,7.367954822257161e-06,0.0
1061,0.562545120716095,0.05844318866729736,0.9875058531761169,0.009795323014259338,1.4281820767791942e-05,0.07954232394695282,9.85267162322998,7.145924428186845e-06,0.0
1062,0.5624263882637024,0.058430641889572144,0.9872715473175049,0.009805784560739994,1.4296959307102952e-05,0.07958287745714188,9.863231658935547,6.909906005603261e-06,0.0
1063,0.5620614290237427,0.05841701477766037,0.9865475296974182,0.009815681725740433,1.4311175618786365e-05,0.07962092757225037,9.87369441986084,6.679569196421653e-06,0.0
1064,0.561987042427063,0.05840831249952316,0.9863940477371216,0.009826156310737133,1.432651151844766e-05,0.07966125011444092,9.884407043457031,6.414701601897832e-06,0.0
1065,0.5619226098060608,0.05839289724826813,0.9862743020057678,0.009836395271122456,1.434121350030182e-05,0.07970064878463745,9.894947052001953,6.221140210982412e-06,0.0
1066,0.56184983253479,0.0583803690969944,0.9861319661140442,0.009847181849181652,1.4356902283907402e-05,0.07974199205636978,9.905571937561035,6.047558144928189e-06,0.0
1067,0.5617513656616211,0.05836787819862366,0.9859379529953003,0.009858453646302223,1.4373467820405494e-05,0.07978495210409164,9.916264533996582,5.907833383389516e-06,0.0
1068,0.5616592764854431,0.05835374817252159,0.9857597947120667,0.009870151057839394,1.439077368559083e-05,0.07982935011386871,9.927008628845215,5.772240001533646e-06,0.0
1069,0.5615787506103516,0.058341965079307556,0.9856007099151611,0.009881475940346718,1.4407234630198218e-05,0.07987222075462341,9.937552452087402,5.684405095962575e-06,0.0
1070,0.5615069270133972,0.05832982435822487,0.9854598045349121,0.009892482310533524,1.4422900676436257e-05,0.07991398125886917,9.947933197021484,5.622881872113794e-06,0.0
1071,0.5613746643066406,0.058314964175224304,0.9852038025856018,0.009903212077915668,1.4437972822634038e-05,0.07995521277189255,9.958344459533691,5.5237806009245105e-06,0.0
1072,0.5613527894020081,0.05830390751361847,0.9851605296134949,0.009913693182170391,1.4452523828367703e-05,0.07999590039253235,9.968781471252441,5.394985237217043e-06,0.0
1073,0.5612633228302002,0.058289989829063416,0.9849873185157776,0.009924720972776413,1.4468191693595145e-05,0.08003878593444824,9.979531288146973,5.270546807878418e-06,0.0
1074,0.5611631870269775,0.05827798694372177,0.9847885966300964,0.009936098009347916,1.4484719940810464e-05,0.08008324354887009,9.990387916564941,5.107613105792552e-06,0.0
1075,0.5610830783843994,0.05826494097709656,0.9846318960189819,0.00994780007749796,1.4502013073069975e-05,0.08012913912534714,10.001383781433105,4.957956662110519e-06,0.0
1076,0.5609903335571289,0.058253880590200424,0.9844454526901245,0.009959791786968708,1.4520015611196868e-05,0.0801762118935585,10.012507438659668,4.823806648346363e-06,0.0
1077,0.5608863234519958,0.0582384392619133,0.984245240688324,0.009972047992050648,1.4538652067130897e-05,0.08022446930408478,10.023707389831543,4.664655534725171e-06,0.0
1078,0.561088502407074,0.05822444334626198,0.9846544861793518,0.009983887895941734,1.4556422684108838e-05,0.08027111738920212,10.034852027893066,4.50327388534788e-06,0.0
1079,0.5606985688209534,0.05821393057703972,0.983873188495636,0.009995024651288986,1.4572960935765877e-05,0.08031447976827621,10.0458402633667,4.329137937020278e-06,0.0
1080,0.5606065988540649,0.05819837749004364,0.9836977124214172,0.010005882009863853,1.458888073102571e-05,0.08035700023174286,10.056807518005371,4.145788807363715e-06,0.0
1081,0.5605108737945557,0.058185745030641556,0.9835082292556763,0.010017257183790207,1.4605833712266758e-05,0.08040130883455276,10.068036079406738,3.988499429397052e-06,0.0
1082,0.5604372024536133,0.058173634111881256,0.9833620190620422,0.010029099881649017,1.4623612514697015e-05,0.08044695854187012,10.079334259033203,3.894151632266585e-06,0.0
1083,0.5603653192520142,0.05815844610333443,0.9832251667976379,0.01004137471318245,1.4642155292676762e-05,0.08049388229846954,10.090703964233398,3.856084276776528e-06,0.0
1084,0.5602469444274902,0.05814668536186218,0.9829886555671692,0.010053901933133602,1.466121193516301e-05,0.08054167032241821,10.10197925567627,3.838893917418318e-06,0.0
1085,0.5601245760917664,0.0581328384578228,0.9827489852905273,0.010065890848636627,1.4679133528261445e-05,0.08058750629425049,10.112919807434082,3.863997790176654e-06,0.0
1086,0.5603880286216736,0.05811753123998642,0.9832839965820312,0.01007751189172268,1.4696282960358076e-05,0.08063212037086487,10.123847007751465,3.87435284210369e-06,0.0
1087,0.5599917769432068,0.058108292520046234,0.9824870228767395,0.010089258663356304,1.4713914424646646e-05,0.08067666739225388,10.134920120239258,3.829760771623114e-06,0.0
1088,0.5599026083946228,0.058093298226594925,0.9823154807090759,0.01010144967585802,1.4732419003848918e-05,0.08072305470705032,10.146223068237305,3.740832426046836e-06,0.0
1089,0.5598106384277344,0.05807916074991226,0.9821360111236572,0.010114041157066822,1.4751702110515907e-05,0.08077111095190048,10.157732009887695,3.6155233829049394e-06,0.0
1090,0.5597205758094788,0.058065444231033325,0.9819597601890564,0.010126221925020218,1.4770095731364563e-05,0.08081785589456558,10.16918659210205,3.49419133272022e-06,0.0
1091,0.5596157312393188,0.058050818741321564,0.9817558526992798,0.010138042271137238,1.4787688996875659e-05,0.08086363971233368,10.180595397949219,3.3562700991751626e-06,0.0
1092,0.5594977140426636,0.05804099142551422,0.9815160036087036,0.010149538516998291,1.4804522834310774e-05,0.08090851455926895,10.191962242126465,3.209734586562263e-06,0.0
1093,0.5594430565834045,0.0580252930521965,0.9814149737358093,0.010160609148442745,1.4820542673987802e-05,0.08095218986272812,10.203160285949707,3.065802502533188e-06,0.0
1094,0.559365451335907,0.05801407992839813,0.9812597036361694,0.010171406902372837,1.483585947426036e-05,0.08099450916051865,10.214158058166504,2.971979711219319e-06,0.0
1095,0.5592659711837769,0.05800066888332367,0.981065571308136,0.010181832127273083,1.4850362276774831e-05,0.08103541284799576,10.224844932556152,2.9150917271181243e-06,0.0
1096,0.5594838857650757,0.05798746645450592,0.9815056324005127,0.010192814283072948,1.4865926459606271e-05,0.08107789605855942,10.235623359680176,2.874540768971201e-06,0.0
1097,0.5593915581703186,0.05797411501407623,0.9813249707221985,0.010203974321484566,1.4882103641866706e-05,0.08112019300460815,10.246553421020508,2.7990956823487068e-06,0.0
1098,0.5590270161628723,0.05795923247933388,0.9806029796600342,0.010215290822088718,1.4898830158927012e-05,0.08116227388381958,10.257616996765137,2.6947600417770445e-06,0.0
1099,0.5588859915733337,0.05794817581772804,0.9803202152252197,0.01022697426378727,1.4916225154593121e-05,0.0812058225274086,10.26862621307373,2.6040115699288435e-06,0.0
1100,0.5588321685791016,0.05793554335832596,0.9802149534225464,0.01023910939693451,1.4934370483388193e-05,0.08125097304582596,10.279708862304688,2.5269378056691494e-06,0.0
1101,0.5587024688720703,0.05792149528861046,0.979960560798645,0.01025167666375637,1.4953257959859911e-05,0.08129740506410599,10.290902137756348,2.488675818312913e-06,0.0
1102,0.5585877299308777,0.05790812522172928,0.979734480381012,0.010264638811349869,1.4972804819990415e-05,0.08134506642818451,10.302202224731445,2.479356680851197e-06,0.0
1103,0.5584903955459595,0.05789545178413391,0.9795418381690979,0.01027719210833311,1.4991494936111849e-05,0.08139178156852722,10.313495635986328,2.4522325929865474e-06,0.0
1104,0.5584036707878113,0.057880498468875885,0.9793751239776611,0.010289381258189678,1.5009413800726179e-05,0.08143775165081024,10.324793815612793,2.403507096460089e-06,0.0
1105,0.5583284497261047,0.057867079973220825,0.979228138923645,0.010301241651177406,1.5026632354420144e-05,0.08148298412561417,10.336091041564941,2.3409379537042696e-06,0.0
1106,0.5582218170166016,0.057856034487485886,0.9790140390396118,0.01031267736107111,1.5043070561659988e-05,0.08152718842029572,10.347267150878906,2.275346787428134e-06,0.0
1107,0.558093249797821,0.05784239247441292,0.9787607789039612,0.010324528440833092,1.5060402802191675e-05,0.08157351613044739,10.35859489440918,2.175754843847244e-06,0.0
1108,0.5579633116722107,0.057827338576316833,0.978507399559021,0.010336702689528465,1.5078453543537762e-05,0.0816211998462677,10.370017051696777,2.0553768536046846e-06,0.0
1109,0.5578773617744446,0.0578131377696991,0.9783399701118469,0.010349290445446968,1.5097344657988288e-05,0.08166994899511337,10.381662368774414,1.9463320768409176e-06,0.0
1110,0.557765781879425,0.05780098959803581,0.9781172871589661,0.010361447930335999,1.511532082076883e-05,0.0817171186208725,10.393214225769043,1.8320482695344253e-06,0.0
1111,0.5577021241188049,0.05778636783361435,0.9779961109161377,0.010373092256486416,1.5132218322833069e-05,0.08176214247941971,10.40439224243164,1.751967261043319e-06,0.0
1112,0.557579517364502,0.0577738955616951,0.9777528643608093,0.010384446941316128,1.514858377049677e-05,0.08180601894855499,10.415575981140137,1.6812191461212933e-06,0.0
1113,0.5578029155731201,0.057759568095207214,0.9782045483589172,0.010396384634077549,1.5166191587923095e-05,0.08185190707445145,10.427095413208008,1.6270729474854306e-06,0.0
1114,0.5574409365653992,0.05774855613708496,0.9774785041809082,0.010408506728708744,1.5184378753474448e-05,0.08189781755208969,10.438800811767578,1.5686355254729278e-06,0.0
1115,0.5573216676712036,0.05773374065756798,0.9772452712059021,0.01042112149298191,1.5203362636384554e-05,0.08194536715745926,10.450600624084473,1.5381511957457406e-06,0.0
1116,0.5571759939193726,0.05771782249212265,0.9769611954689026,0.010434174910187721,1.5223066839098465e-05,0.08199436217546463,10.462486267089844,1.5307505236705765e-06,0.0
1117,0.5570951104164124,0.057704485952854156,0.9768015742301941,0.01044755894690752,1.5243338566506281e-05,0.08204393833875656,10.474387168884277,1.5520485021625063e-06,0.0
1118,0.5573177337646484,0.05769001320004463,0.9772514700889587,0.010460431687533855,1.5262592569342814e-05,0.08209142833948135,10.486174583435059,1.5672781046305317e-06,0.0
1119,0.5569167137145996,0.057678863406181335,0.9764478802680969,0.01047249510884285,1.5280449588317424e-05,0.08213502913713455,10.497757911682129,1.5742749610581086e-06,0.0
1120,0.5567784309387207,0.057664867490530014,0.9761749505996704,0.010484980419278145,1.529917244624812e-05,0.08218010514974594,10.509525299072266,1.554993446006847e-06,0.0
1121,0.5566726326942444,0.057652201503515244,0.9759653806686401,0.010496946051716805,1.531675115984399e-05,0.08222338557243347,10.520930290222168,1.5620435078744777e-06,0.0
1122,0.5566020607948303,0.05763740465044975,0.9758302569389343,0.010509299114346504,1.5335068383137695e-05,0.08226854354143143,10.532326698303223,1.5724176591902506e-06,0.0
1123,0.5564820766448975,0.0576254278421402,0.9755900502204895,0.010522174648940563,1.535437513666693e-05,0.08231648802757263,10.544044494628906,1.5470557173102861e-06,0.0
1124,0.5564064979553223,0.05761205777525902,0.9754411578178406,0.010535378940403461,1.5374407666968182e-05,0.08236642181873322,10.55591106414795,1.494061734774732e-06,0.0
1125,0.5562738180160522,0.05759577825665474,0.9751837849617004,0.010548246093094349,1.5393665307783522e-05,0.08241596817970276,10.567809104919434,1.428642349310394e-06,0.0
1126,0.556185781955719,0.057581719011068344,0.975010871887207,0.010561462491750717,1.5413657820317894e-05,0.08246646821498871,10.579866409301758,1.3513591738956165e-06,0.0
1127,0.5560826659202576,0.05756876990199089,0.974806010723114,0.010574218817055225,1.5432660802616738e-05,0.08251521736383438,10.591824531555176,1.270733037017635e-06,0.0
1128,0.5559532642364502,0.057556185871362686,0.9745477437973022,0.010586562566459179,1.5450757928192616e-05,0.0825624167919159,10.603697776794434,1.190505713566381e-06,0.0
1129,0.5561683177947998,0.057540006935596466,0.9749859571456909,0.010598541237413883,1.5468056517420337e-05,0.08260823041200638,10.615497589111328,1.108055926124507e-06,0.0
1130,0.555716335773468,0.057527076452970505,0.9740840196609497,0.010609842836856842,1.548417094454635e-05,0.08265072107315063,10.627123832702637,1.0264419643135625e-06,0.0
1131,0.5556569695472717,0.0575149804353714,0.9739658832550049,0.010620946995913982,1.549965418234933e-05,0.08269280195236206,10.638599395751953,9.652444532548543e-07,0.0
1132,0.5555464029312134,0.05750222131609917,0.9737464785575867,0.010632608085870743,1.5516226994805038e-05,0.08273638039827347,10.650152206420898,9.212316172124702e-07,0.0
1133,0.5554198026657104,0.05748772621154785,0.9734982252120972,0.010644817724823952,1.553384936414659e-05,0.08278187364339828,10.661820411682129,8.90171804712736e-07,0.0
1134,0.555322527885437,0.05747358500957489,0.9733080267906189,0.01065738219767809,1.5552201148238964e-05,0.08282877504825592,10.673454284667969,8.703064509063552e-07,0.0
1135,0.5552351474761963,0.05746018886566162,0.9731361269950867,0.010670236311852932,1.5571145922876894e-05,0.08287632465362549,10.685041427612305,8.716026513866382e-07,0.0
1136,0.5550958514213562,0.05744593217968941,0.9728619456291199,0.010683532804250717,1.5590829207212664e-05,0.08292531967163086,10.696756362915039,8.866182952260715e-07,0.0
1137,0.5553044676780701,0.05742960423231125,0.9732875227928162,0.010696474462747574,1.5609706679242663e-05,0.08297394961118698,10.708507537841797,8.794694394964608e-07,0.0
1138,0.5551843643188477,0.057417888194322586,0.9730463027954102,0.010709459893405437,1.5628920664312318e-05,0.0830216184258461,10.720376014709473,8.653025247440382e-07,0.0
1139,0.5547692179679871,0.0574028454720974,0.9722219705581665,0.010721673257648945,1.5646761312382296e-05,0.08306580781936646,10.732075691223145,8.436380767307128e-07,0.0
1140,0.5546329617500305,0.05738983675837517,0.9719509482383728,0.010734329000115395,1.566552782605868e-05,0.0831114873290062,10.743980407714844,8.092629286693409e-07,0.0
1141,0.5544426441192627,0.0573759451508522,0.9715736508369446,0.010746585205197334,1.568346306157764e-05,0.08315559476613998,10.755817413330078,7.73765975736751e-07,0.0
1142,0.5543442964553833,0.05736498907208443,0.9713746905326843,0.010758526623249054,1.5700810763519257e-05,0.08319874852895737,10.767633438110352,7.429221113852691e-07,0.0
1143,0.5542341470718384,0.05734910070896149,0.9711611866950989,0.010771051049232483,1.5719262592028826e-05,0.0832444503903389,10.779759407043457,7.086534878908424e-07,0.0
1144,0.554135262966156,0.05733774974942207,0.9709609150886536,0.010784085839986801,1.5738618458271958e-05,0.08329202979803085,10.792001724243164,6.921604267517978e-07,0.0
1145,0.5540302991867065,0.05732200667262077,0.9707570672035217,0.010797563008964062,1.575870373926591e-05,0.083341084420681,10.804325103759766,6.907014267198974e-07,0.0
1146,0.5539177656173706,0.05730694904923439,0.9705370664596558,0.01081046275794506,1.5777686712681316e-05,0.08338841795921326,10.816450119018555,6.831606356172415e-07,0.0
1147,0.5538517832756042,0.0572940930724144,0.9704060554504395,0.010822946205735207,1.5795809304108843e-05,0.08343403041362762,10.828495979309082,6.736094633197354e-07,0.0
1148,0.5537001490592957,0.057278212159872055,0.9701092839241028,0.01083589531481266,1.5814968719496392e-05,0.08348135650157928,10.840766906738281,6.559461667166033e-07,0.0
1149,0.5535792112350464,0.05726419389247894,0.9698700904846191,0.010848527774214745,1.583353878231719e-05,0.08352803438901901,10.853038787841797,6.375635734912066e-07,0.0
1150,0.553495466709137,0.05725172907114029,0.9697021842002869,0.010861644521355629,1.585287827765569e-05,0.08357664942741394,10.865374565124512,6.200518782861764e-07,0.0
1151,0.5534076690673828,0.05723830312490463,0.9695281982421875,0.010874995961785316,1.5872650692472234e-05,0.08362597972154617,10.877593040466309,6.056483243810362e-07,0.0
1152,0.553291380405426,0.05722329020500183,0.9693000912666321,0.010888723656535149,1.5893165254965425e-05,0.0836767852306366,10.890002250671387,5.719011255678197e-07,0.0
1153,0.5531920790672302,0.05720844864845276,0.9691057801246643,0.010901995934545994,1.591271211509593e-05,0.08372605592012405,10.902334213256836,5.349993443815038e-07,0.0
1154,0.5530735850334167,0.05719401314854622,0.9688720107078552,0.010915693826973438,1.593297020008322e-05,0.08377661556005478,10.914742469787598,5.133978220328572e-07,0.0
1155,0.5529651045799255,0.05718127265572548,0.9686549305915833,0.010929028503596783,1.5952386092976667e-05,0.08382678776979446,10.927149772644043,4.777203344019654e-07,0.0
1156,0.552805483341217,0.057165250182151794,0.9683426022529602,0.010941999964416027,1.597086520632729e-05,0.08387596160173416,10.939367294311523,4.5015238470114127e-07,0.0
1157,0.5526782870292664,0.05715247243642807,0.9680884480476379,0.010954711586236954,1.598878407094162e-05,0.08392517268657684,10.951635360717773,4.133388813443162e-07,0.0
1158,0.5525445938110352,0.05713776499032974,0.9678252935409546,0.010967052541673183,1.600599534867797e-05,0.08397267758846283,10.963830947875977,3.805593280503672e-07,0.0
1159,0.5527873039245605,0.057123348116874695,0.9683144092559814,0.01097955647855997,1.6023752323235385e-05,0.08402005583047867,10.976045608520508,3.5700762168744404e-07,0.0
1160,0.5526111125946045,0.057106152176856995,0.9679716229438782,0.010991799645125866,1.6041358321672305e-05,0.08406490087509155,10.988114356994629,3.392825078663009e-07,0.0
1161,0.5522204637527466,0.05709681659936905,0.9671845436096191,0.011003813706338406,1.6058855180745013e-05,0.08410757780075073,11.000057220458984,3.254542946251604e-07,0.0
1162,0.5521522164344788,0.05708206072449684,0.9670528769493103,0.011015993542969227,1.6076717656687833e-05,0.08415026217699051,11.012004852294922,3.1552480095342617e-07,0.0
1163,0.5520303249359131,0.05707196891307831,0.9668049216270447,0.011028304696083069,1.60948602569988e-05,0.08419269323348999,11.023807525634766,3.2600215149614087e-07,0.0
